store_id,product_id,customer_id,quantity,price,discount,sale_date
S002,P0021,173,3,58.32,0.05,2025-03-09
S003,P0044,102,3,38.28,0.05,2025-03-11
S002,P0006,170,2,96.13,,2025-03-12
S001,P0015,112,3,42.8,0.05,2025-03-13
S003,P0017,213,5,31.43,0.05,2025-03-12
S005,P0021,143,3,9.35,0.0,2025-03-11
S003,P0002,135,2,56.95,0.0,2025-03-14
S005,P0048,121,3,51.98,0.0,2025-03-08
S002,P0049,151,4,11.04,0.0,2025-03-13
S002,P0024,227,1,11.11,0.0,2025-03-12
S001,P0033,188,2,44.31,0.0,2025-03-11
S001,P0025,111,3,65.48,0.2,2025-03-09
S002,P0019,240,5,71.87,0.1,2025-03-13
S003,P0019,201,3,68.29,0.15,2025-03-14
S005,P0033,137,5,78.48,,2025-03-13
S004,P0031,105,2,87.7,0.1,2025-03-11
S002,P0036,217,2,15.45,0.0,2025-03-08
S002,P0002,136,2,41.42,0.25,2025-03-14
S001,P0002,129,2,50.55,0.0,2025-03-10
S001,P0036,186,4,84.31,0.0,2025-03-09
S005,P0022,242,2,49.82,0.05,2025-03-12
S002,P0015,142,3,33.92,0.0,2025-03-11
S002,P0039,210,4,75.73,0.0,2025-03-11
S001,P0036,186,2,31.83,0.15,2025-03-12
S003,P0025,107,3,28.18,0.0,2025-03-09
S003,P0041,218,4,26.89,0.05,2025-03-08
S002,P0013,131,2,58.84,0.05,2025-03-09
S004,P0024,193,4,34.84,0.1,2025-03-12
S001,P0002,131,1,18.95,0.05,2025-03-09
S003,P0027,121,2,38.58,0.2,2025-03-09
S005,P0028,175,2,37.68,0.0,2025-03-09
S001,P0006,227,3,90.86,0.0,2025-03-14
S005,P0028,125,1,7.37,0.25,2025-03-10
S004,P0025,123,4,70.52,0.1,2025-03-09
S002,P0025,228,2,32.95,0.0,2025-03-12
S004,P0040,154,3,7.57,0.0,2025-03-08
S005,P0033,101,2,79.94,0.0,2025-03-09
S004,P0039,247,3,48.16,0.05,2025-03-09
S004,P0014,102,1,77.87,0.0,2025-03-14
S001,P0026,152,3,87.17,0.0,2025-03-12
S005,P0050,238,3,87.17,0.1,2025-03-14
S001,P0022,235,3,11.92,0.0,2025-03-12
S002,P0020,188,3,24.39,0.0,2025-03-14
S003,P0042,200,5,47.55,0.0,2025-03-11
S001,P0042,115,3,62.27,0.0,2025-03-10
S002,P0049,220,2,30.86,0.05,2025-03-13
S003,P0012,198,5,65.6,0.2,2025-03-11
S002,P0037,206,5,7.76,0.05,2025-03-14
S005,P0009,232,2,31.79,0.0,2025-03-14
S003,P0028,211,2,52.78,0.25,2025-03-08
S004,P0046,244,3,66.5,0.05,2025-03-08
S002,P0037,222,4,22.34,0.0,2025-03-09
S001,P0034,229,3,58.54,0.0,2025-03-12
S005,P0023,222,3,26.41,0.0,2025-03-11
S002,P0031,230,5,5.22,0.0,2025-03-13
S004,P0037,200,5,35.67,0.05,2025-03-10
S004,P0010,132,2,43.76,0.0,2025-03-09
S002,P0009,220,1,99.95,0.0,2025-03-13
S004,P0048,160,2,59.71,0.05,2025-03-09
S003,P0035,118,2,1491.7168625953484,0.05,2025-03-13
S001,P0043,220,5,74.24,0.1,2025-03-12
S003,P0027,150,5,20.03,0.25,2025-03-14
S001,P0012,161,5,49.87,0.1,2025-03-11
S001,P0043,184,1,97.0,0.05,2025-03-14
S001,P0031,243,5,43.7,0.1,2025-03-13
S005,P0013,121,2,16.32,0.05,2025-03-14
S001,P0016,227,2,13.15,0.0,2025-03-09
S003,P0035,242,4,18.38,0.15,2025-03-13
S004,P0005,187,3,43.79,0.0,2025-03-12
S003,P0016,127,2,36.17,0.15,2025-03-11
S002,P0005,230,3,92.67,,2025-03-09
S001,P0021,224,4,20.75,0.0,2025-03-13
S003,P0049,175,2,83.66,0.2,2025-03-13
S001,P0033,163,4,41.72,0.15,2025-03-13
S002,P0005,197,3,9.98,0.2,2025-03-14
S002,P0038,198,2,46.18,0.25,2025-03-14
S005,P0044,204,2,14.94,0.1,2025-03-13
S001,P0031,142,2,55.96,0.15,2025-03-08
S002,P0045,133,2,1698.1743550472622,0.0,2025-03-11
S001,P0041,152,3,85.08,0.1,2025-03-12
S002,P0047,117,2,67.0,0.05,2025-03-14
S003,P0045,122,2,19.86,0.0,2025-03-08
S001,P0044,224,1,89.51,0.0,2025-03-09
S001,P0044,241,4,94.39,0.1,2025-03-11
S005,P0011,219,3,86.85,0.0,2025-03-10
S002,P0029,234,3,92.51,0.15,2025-03-09
S004,P0010,163,4,25.09,0.1,2025-03-12
S001,P0046,129,4,36.43,0.05,2025-03-11
S001,P0038,107,3,90.42,0.0,2025-03-13
S002,P0008,231,2,68.41,0.0,2025-03-11
S002,P0041,135,2,29.56,0.1,2025-03-13
S002,P0037,164,3,7.05,0.05,2025-03-14
S005,P0045,104,5,89.48,0.15,2025-03-10
S002,P0014,170,3,13.55,0.15,2025-03-10
S004,P0039,164,2,17.86,0.0,2025-03-08
S003,P0007,222,4,63.84,0.0,2025-03-12
S004,P0036,188,4,26.28,0.05,2025-03-08
S004,P0044,142,5,79.23,0.1,2025-03-10
S004,P0031,114,4,54.33,0.05,2025-03-08
S002,P0032,234,1,1.01,0.2,2025-03-08
S002,P0014,218,2,60.18,0.05,2025-03-08
S004,P0028,240,3,51.02,0.2,2025-03-09
S003,P0006,249,2,31.44,0.0,2025-03-10
S002,P0031,210,2,72.55,0.0,2025-03-09
S001,P0038,107,1,12.57,0.1,2025-03-08
S005,P0013,184,1,22.03,0.0,2025-03-13
S003,P0042,182,error,8.5,0.0,2025-03-13
S005,P0048,199,2,47.06,0.05,2025-03-08
S002,P0050,202,4,28.38,0.0,2025-03-11
S004,P0016,121,2,32.16,0.05,2025-03-11
S004,P0031,244,2,22.91,0.0,2025-03-09
S005,P0040,196,3,93.82,0.0,2025-03-08
S004,P0001,230,2,90.86,0.05,2025-03-12
S002,P0048,243,2,6.91,0.1,2025-03-09
S002,P0009,142,4,89.85,0.05,2025-03-12
S002,P0030,131,2,17.63,0.0,2025-03-12
S005,P0026,186,3,84.9,0.2,2025-03-11
S005,P0041,123,3,4.87,0.0,2025-03-09
S003,P0026,192,5,23.69,0.15,2025-03-14
S001,P0022,189,5,93.86,0.0,2025-03-08
S002,P0001,221,2,46.61,0.0,2025-03-14
S005,P0038,225,2,52.83,0.2,2025-03-10
S002,P0009,142,3,44.15,0.1,2025-03-11
S002,P0028,104,2,48.61,0.1,2025-03-09
S001,P0041,213,3,75.44,0.15,2025-03-11
S003,P0040,186,3,72.47,0.05,2025-03-14
S002,P0022,144,4,44.1,0.1,2025-03-13
S002,P0041,236,1,40.44,0.05,2025-03-09
S005,P0002,121,3,18.52,0.05,2025-03-11
S004,P0017,128,4,28.73,0.0,2025-03-12
S001,P0042,151,5,23.02,0.0,2025-03-12
S003,P0030,199,4,20.29,0.05,2025-03-10
S002,P0037,113,4,7.41,0.0,2025-03-08
S003,P0024,231,3,26.54,0.15,2025-03-13
S001,P0014,228,3,53.02,0.0,2025-03-09
S001,P0026,135,3,17.5,0.2,2025-03-08
S005,P0036,181,1,40.93,0.0,2025-03-11
S003,P0021,247,3,67.37,0.1,2025-03-11
S002,P0033,185,4,23.57,0.05,2025-03-12
S003,P0048,241,2,57.4,0.05,2025-03-13
S001,P0034,196,4,32.9,0.0,2025-03-10
S003,P0032,127,2,84.43,0.05,2025-03-10
S002,P0036,199,4,25.91,0.0,2025-03-10
S001,P0041,189,2,74.15,0.05,2025-03-10
S005,P0027,122,4,38.38,0.05,2025-03-13
S005,P0018,159,3,50.1,0.0,2025-03-08
S001,P0040,205,3,54.42,0.05,2025-03-08
S001,P0022,206,2,13.27,0.0,2025-03-13
S001,P0021,153,3,29.5,0.0,2025-03-11
S002,P0036,102,4,79.27,0.05,2025-03-12
S003,P0029,174,2,59.15,0.0,2025-03-09
S002,P0020,220,4,96.91,0.0,2025-03-10
S002,P0031,124,4,1.24,0.05,2025-03-13
S002,P0038,152,4,72.29,0.2,2025-03-12
S002,P0034,227,5,1485.2085910668266,0.15,2025-03-13
S002,P0034,188,5,58.6,0.1,2025-03-08
S002,P0041,192,1,98.44,0.2,2025-03-13
S001,P0023,143,3,47.74,0.05,2025-03-11
S002,P0034,247,4,72.62,0.05,2025-03-14
S001,P0046,102,2,54.82,0.05,2025-03-08
S001,P0015,245,3,7.8,0.15,2025-03-11
S005,P0045,177,2,63.41,0.05,2025-03-08
S005,P0040,219,2,89.73,0.0,2025-03-09
S002,P0035,120,1,91.13,0.0,2025-03-08
S003,P0015,172,4,95.67,,2025-03-14
S001,P0019,193,4,28.81,0.15,2025-03-12
S003,P0036,219,4,52.81,0.05,2025-03-08
S004,P0006,126,3,82.86,,2025-03-14
S004,P0009,153,2,23.84,0.1,2025-03-08
S003,P0047,187,3,49.21,0.05,2025-03-08
S002,P0050,229,4,19.9,0.05,2025-03-09
S002,P0027,214,3,18.71,0.05,2025-03-12
S004,P0027,204,3,44.57,0.0,2025-03-09
S005,P0047,133,3,16.67,0.0,2025-03-13
S005,P0014,213,1,50.39,0.05,2025-03-08
S004,P0001,155,4,80.8,0.15,2025-03-13
S005,P0042,185,2,30.21,0.05,2025-03-13
S005,P0029,221,5,47.56,0.05,2025-03-10
S005,P0036,148,3,30.06,0.0,2025-03-08
S004,P0041,247,2,40.67,0.05,2025-03-13
S005,P0020,132,1,75.63,0.0,2025-03-11
S005,P0024,231,3,64.02,0.0,2025-03-13
S001,P0046,103,2,75.13,0.0,2025-03-08
S001,P0049,234,4,95.23,0.2,2025-03-12
S004,P0042,103,3,16.41,0.05,2025-03-14
S001,P0045,236,5,7.86,0.0,2025-03-12
S004,P0037,159,2,93.46,0.05,2025-03-10
S002,P0024,162,1,56.26,0.0,2025-03-12
S002,P0027,193,4,14.81,0.1,2025-03-10
S004,P0026,146,2,99.31,0.05,2025-03-09
S001,P0032,189,2,34.53,0.0,2025-03-11
S005,P0002,230,5,71.46,0.15,2025-03-08
S005,P0027,196,3,93.76,0.05,2025-03-08
S003,P0037,236,2,76.3,0.1,2025-03-11
S004,P0024,110,4,91.13,0.0,2025-03-12
S005,P0050,245,2,38.68,0.0,2025-03-09
S001,P0021,169,5,48.44,0.15,2025-03-13
S004,P0040,214,3,47.96,0.0,2025-03-13
S005,P0029,146,3,28.72,0.05,2025-03-12
S005,P0045,235,2,81.57,0.0,2025-03-13
S001,P0021,211,3,1753.7324207201505,0.15,2025-03-13
S001,P0044,110,2,86.85,0.0,2025-03-12
S001,P0017,228,2,5.05,0.0,2025-03-14
S001,P0031,229,3,59.47,0.0,2025-03-13
S004,P0010,138,2,61.86,0.0,2025-03-08
S005,P0032,165,4,91.75,0.05,2025-03-10
S004,P0020,145,4,9.34,0.2,2025-03-13
S005,P0020,190,1,2.14,0.2,2025-03-14
S002,P0021,200,2,1299.6896365549278,0.05,2025-03-13
S005,P0038,153,2,96.34,0.1,2025-03-13
S001,P0039,247,4,28.4,0.0,2025-03-10
S003,P0004,129,2,86.89,0.15,2025-03-09
S005,P0049,189,4,47.97,0.0,2025-03-08
S001,P0037,138,2,11.37,0.05,2025-03-11
S002,P0007,143,3,91.94,0.0,2025-03-14
S005,P0033,153,4,84.62,0.1,2025-03-11
S002,P0018,168,3,6.1,0.05,2025-03-12
S003,P0009,181,4,88.47,0.05,2025-03-12
S002,P0042,192,3,86.67,0.05,2025-03-13
S003,P0005,110,3,85.01,0.1,2025-03-12
S001,P0042,156,1,8.7,0.05,2025-03-12
S001,P0035,129,4,92.33,0.2,2025-03-09
S002,P0032,198,5,51.04,0.2,2025-03-09
S001,P0008,144,4,45.03,0.2,2025-03-12
S001,P0002,235,3,30.02,0.1,2025-03-10
S002,P0016,189,2,94.35,0.1,2025-03-14
S002,P0048,128,3,10.38,0.0,2025-03-11
S001,P0050,183,3,50.56,0.05,2025-03-14
S003,P0045,211,2,71.46,0.2,2025-03-10
S005,P0050,214,3,82.94,0.05,2025-03-09
S005,P0023,234,1,14.87,0.15,2025-03-13
S003,P0012,240,3,77.75,0.15,2025-03-13
S004,P0002,183,3,1.2,0.1,2025-03-13
S001,P0045,188,5,54.19,0.15,2025-03-11
S002,P0006,165,2,14.31,0.0,2025-03-14
S002,P0015,105,3,82.67,0.05,2025-03-12
S001,P0047,171,2,25.19,0.1,2025-03-11
S004,P0035,145,3,1959.5967958397414,0.05,2025-03-11
S001,P0031,170,5,57.08,0.0,2025-03-08
S001,P0028,159,4,93.59,0.05,2025-03-08
S001,P0033,168,3,90.92,0.0,2025-03-08
S002,P0042,205,2,35.5,0.0,2025-03-13
S003,P0036,241,2,62.06,0.05,2025-03-10
S004,P0025,166,2,79.58,0.15,2025-03-14
S005,P0040,225,2,22.44,0.0,2025-03-10
S001,P0045,227,3,13.72,0.0,2025-03-11
S001,P0049,115,1,86.37,0.1,2025-03-08
S002,P0015,124,2,84.21,0.0,2025-03-13
S002,P0001,208,3,48.39,0.0,2025-03-09
S005,P0036,194,3,33.75,0.05,2025-03-13
S001,P0021,160,2,45.12,0.1,2025-03-12
S004,P0033,215,5,68.63,0.15,2025-03-10
S005,P0030,164,1,62.36,0.0,2025-03-08
S005,P0045,152,2,88.55,0.05,2025-03-11
S003,P0022,104,3,27.65,0.0,2025-03-13
S001,P0037,167,4,29.89,,2025-03-10
S002,P0029,227,2,35.15,0.1,2025-03-14
S001,P0004,119,5,34.96,0.0,2025-03-08
S003,P0013,180,3,97.28,0.0,2025-03-10
S005,P0038,243,3,85.14,0.15,2025-03-11
S005,P0041,151,3,2.6,0.0,2025-03-08
S002,P0033,106,2,65.58,0.2,2025-03-14
S005,P0027,202,3,18.06,0.05,2025-03-12
S005,P0023,207,1,1628.0910267303168,0.0,2025-03-13
S003,P0049,221,3,12.11,0.0,2025-03-08
S005,P0026,143,3,83.59,0.1,2025-03-08
S005,P0026,240,2,10.17,0.1,2025-03-11
S002,P0012,177,3,29.4,0.05,2025-03-14
S005,P0031,208,3,30.86,0.05,2025-03-09
S002,P0019,184,1,31.16,0.2,2025-03-12
S005,P0010,156,4,2.16,0.05,2025-03-10
S001,P0033,188,4,28.87,0.05,2025-03-09
S002,P0020,179,4,24.99,0.1,2025-03-09
S002,P0014,132,4,18.97,0.0,2025-03-13
S001,P0044,125,4,63.88,0.05,2025-03-14
S004,P0015,119,2,34.02,,2025-03-10
S004,P0039,178,3,22.9,0.15,2025-03-08
S004,P0030,179,5,50.07,0.25,2025-03-10
S004,P0029,199,2,34.73,0.2,2025-03-12
S001,P0026,118,5,27.93,0.2,2025-03-09
S003,P0029,171,2,67.5,0.15,2025-03-14
S001,P0046,202,3,16.02,0.15,2025-03-11
S005,P0022,237,4,7.13,0.05,2025-03-13
S005,P0046,202,4,48.92,0.2,2025-03-12
S004,P0025,116,1,1414.4064684791463,0.2,2025-03-12
S002,P0043,183,2,74.89,0.0,2025-03-13
S001,P0042,156,2,52.72,0.05,2025-03-08
S004,P0034,250,3,48.59,0.2,2025-03-14
S002,P0046,159,2,84.69,0.15,2025-03-10
S005,P0047,119,2,37.46,0.05,2025-03-09
S001,P0049,186,4,89.86,0.2,2025-03-08
S001,P0048,197,2,69.74,0.1,2025-03-12
S001,P0024,223,3,24.88,0.1,2025-03-09
S001,P0048,171,3,19.82,0.0,2025-03-13
S001,P0017,143,2,20.52,0.05,2025-03-13
S002,P0033,107,4,20.34,,2025-03-14
S005,P0027,180,2,31.62,0.0,2025-03-09
S003,P0038,148,4,84.29,0.05,2025-03-08
S003,P0047,214,1,90.57,0.0,2025-03-10
S002,P0039,215,3,82.8,0.15,2025-03-10
S001,P0025,209,2,1.31,0.2,2025-03-13
S002,P0048,218,2,59.02,0.15,2025-03-11
S002,P0006,237,2,98.94,0.0,2025-03-14
S005,P0041,181,2,23.87,0.0,2025-03-11
S005,P0016,130,2,39.64,0.15,2025-03-14
S004,P0010,196,3,75.35,0.05,2025-03-14
S003,P0050,134,3,25.0,,2025-03-12
S005,P0050,236,3,77.46,0.0,2025-03-11
S002,P0019,194,2,16.51,0.05,2025-03-11
S001,P0042,223,2,71.97,0.15,2025-03-14
S001,P0036,137,4,61.81,0.0,2025-03-08
S004,P0019,161,3,83.17,0.05,2025-03-09
S002,P0048,124,3,74.61,0.0,2025-03-11
S005,P0014,164,3,27.73,0.05,2025-03-11
S002,P0047,233,3,18.93,0.1,2025-03-12
S005,P0001,132,4,42.15,0.05,2025-03-09
S002,P0013,121,2,85.42,0.05,2025-03-09
S004,P0042,232,3,94.39,0.1,2025-03-12
S001,P0031,247,2,15.75,0.0,2025-03-11
S001,P0007,153,3,24.41,0.15,2025-03-11
S002,P0032,139,1,16.74,0.0,2025-03-11
S002,P0047,249,3,55.01,0.0,2025-03-10
S003,P0016,243,2,23.73,0.15,2025-03-11
S005,P0049,161,2,90.67,0.0,2025-03-11
S001,P0004,180,1,99.7,0.05,2025-03-08
S002,P0042,235,5,18.96,0.15,2025-03-09
S002,P0032,220,3,21.45,0.1,2025-03-08
S001,P0009,225,2,51.97,0.2,2025-03-11
S002,P0046,131,2,53.86,0.0,2025-03-14
S004,P0007,146,3,23.72,0.1,2025-03-10
S001,P0025,112,3,75.65,0.15,2025-03-10
S003,P0028,125,3,15.14,0.05,2025-03-14
S001,P0023,216,2,90.68,0.05,2025-03-14
S003,P0050,197,2,87.96,0.05,2025-03-13
S004,P0015,103,2,98.64,0.0,2025-03-08
S004,P0030,101,3,70.63,0.0,2025-03-08
S003,P0044,193,3,3.16,0.0,2025-03-13
S002,P0039,226,4,11.04,0.05,2025-03-09
S002,P0034,152,2,43.79,0.1,2025-03-13
S004,P0018,213,3,50.16,0.25,2025-03-09
S002,P0050,123,2,63.0,0.0,2025-03-08
S001,P0038,108,4,70.26,0.1,2025-03-08
S003,P0048,140,4,28.03,0.1,2025-03-09
S004,P0026,225,3,39.26,0.0,2025-03-11
S002,P0036,208,3,56.19,0.05,2025-03-13
S003,P0046,221,4,72.27,0.0,2025-03-11
S003,P0026,235,2,77.89,,2025-03-09
S005,P0023,143,3,46.66,0.05,2025-03-09
S002,P0022,244,2,19.85,0.0,2025-03-12
S003,P0037,171,1,68.52,0.0,2025-03-12
S002,P0038,111,2,75.15,0.05,2025-03-11
S005,P0026,115,3,36.19,0.05,2025-03-12
S005,P0050,112,4,40.19,0.0,2025-03-13
S001,P0040,151,4,54.19,0.0,2025-03-11
S002,P0036,122,1,54.92,0.05,2025-03-13
S005,P0045,200,2,59.63,0.1,2025-03-10
S004,P0033,119,3,40.33,0.0,2025-03-09
S003,P0045,234,3,36.56,0.05,2025-03-13
S001,P0010,185,5,62.07,0.1,2025-03-08
S003,P0006,163,4,99.66,0.05,2025-03-13
S001,P0023,216,3,44.67,0.1,2025-03-13
S002,P0031,177,5,13.9,0.1,2025-03-09
S001,P0026,104,3,58.49,0.05,2025-03-12
S002,P0048,214,2,45.79,0.2,2025-03-14
S001,P0049,186,1,99.3,0.0,2025-03-12
S003,P0044,167,2,72.25,,2025-03-13
S002,P0039,225,2,30.7,0.05,2025-03-10
S005,P0007,240,5,20.9,0.05,2025-03-08
S001,P0049,204,3,57.77,0.1,2025-03-14
S004,P0039,249,2,20.4,0.2,2025-03-12
S001,P0041,199,3,24.45,0.0,2025-03-08
S001,P0045,229,2,18.7,0.2,2025-03-14
S003,P0047,101,3,53.06,0.0,2025-03-08
S005,P0045,151,3,70.74,0.0,2025-03-08
S002,P0019,139,5,1145.4702979213523,0.1,2025-03-10
S005,P0049,243,4,80.07,0.05,2025-03-09
S001,P0036,125,4,85.38,0.05,2025-03-10
S004,P0032,227,2,65.06,0.0,2025-03-10
S004,P0019,112,4,53.86,0.1,2025-03-08
S003,P0024,190,3,83.3,0.1,2025-03-12
S001,P0031,168,4,1579.6353991042783,0.2,2025-03-12
S005,P0037,234,3,93.66,0.0,2025-03-10
S004,P0029,218,4,83.89,0.05,2025-03-10
S002,P0044,208,3,61.06,0.0,2025-03-11
S002,P0043,224,3,19.74,0.05,2025-03-14
S001,P0024,173,5,32.88,0.0,2025-03-08
S004,P0031,187,4,75.79,0.15,2025-03-09
S004,P0009,232,3,50.23,0.0,2025-03-13
S001,P0043,110,5,64.65,0.05,2025-03-09
S004,P0044,230,3,86.05,0.0,2025-03-11
S002,P0042,184,4,55.76,0.1,2025-03-13
S002,P0043,180,4,22.66,0.2,2025-03-14
S004,P0042,142,2,61.45,0.1,2025-03-11
S005,P0038,164,3,8.69,0.1,2025-03-10
S002,P0045,135,2,79.19,0.1,2025-03-12
S002,P0047,125,4,49.81,0.0,2025-03-12
S005,P0049,174,3,35.04,0.05,2025-03-08
S004,P0009,130,2,54.23,0.05,2025-03-13
S001,P0032,125,2,4.98,0.0,2025-03-14
S002,P0007,158,3,6.25,0.05,2025-03-12
S001,P0026,105,4,39.16,0.05,2025-03-11
S001,P0030,207,3,73.15,0.2,2025-03-14
S001,P0047,211,4,18.95,0.0,2025-03-10
S001,P0032,190,2,90.72,0.15,2025-03-10
S003,P0045,218,3,6.5,,2025-03-08
S001,P0032,168,5,4.35,0.15,2025-03-12
S005,P0043,183,3,75.0,0.0,2025-03-13
S005,P0025,150,2,62.53,0.0,2025-03-10
S002,P0014,191,2,3.49,0.2,2025-03-08
S003,P0012,245,4,26.96,0.05,2025-03-13
S002,P0038,231,3,43.77,0.0,2025-03-13
S003,P0043,226,2,12.64,,2025-03-12
