store_id,product_id,customer_id,quantity,price,discount,sale_date
S003,P0005,432,2,18.42,0.05,2025-03-26
S004,P0047,465,error,94.67,0.0,2025-03-22
S002,P0025,559,2,46.78,0.25,2025-03-29
S004,P0010,515,4,87.5,0.0,2025-03-27
S002,P0024,592,3,90.87,0.05,2025-03-31
S004,P0027,481,4,61.48,0.1,2025-03-24
S003,P0014,546,2,63.78,0.05,2025-03-31
S004,P0042,432,2,12.01,0.0,2025-03-29
S004,P0011,451,4,63.56,0.0,2025-03-31
S002,P0047,499,3,80.55,0.15,2025-03-24
S002,P0037,581,2,39.66,0.0,2025-03-29
S004,P0033,432,3,18.22,0.25,2025-03-25
S001,P0038,559,2,14.47,0.1,2025-03-30
S003,P0025,596,2,19.03,0.05,2025-03-23
S002,P0001,453,5,18.07,0.15,2025-03-28
S001,P0010,539,5,2.25,0.0,2025-03-30
S003,P0050,538,3,24.59,0.0,2025-03-27
S001,P0042,599,3,30.05,0.0,2025-03-27
S003,P0015,551,3,85.73,0.05,2025-03-31
S004,P0037,544,3,65.63,0.0,2025-03-29
S005,P0041,451,2,31.2,0.05,2025-03-28
S003,P0048,570,2,71.18,0.0,2025-03-31
S005,P0040,435,3,3.22,0.1,2025-03-31
S002,P0023,500,3,82.79,0.1,2025-03-26
S001,P0022,472,error,86.18,0.0,2025-03-22
S001,P0028,451,3,28.2,0.0,2025-03-29
S005,P0034,517,2,15.09,0.05,2025-03-24
S003,P0036,481,4,97.07,0.15,2025-03-24
S004,P0044,478,3,97.17,0.0,2025-03-31
S001,P0048,429,4,30.78,0.2,2025-03-25
S001,P0021,447,4,74.51,0.0,2025-03-30
S004,P0045,508,1,31.11,0.05,2025-03-26
S002,P0022,460,5,86.33,0.05,2025-03-25
S002,P0016,450,1,78.09,0.2,2025-03-22
S005,P0042,566,3,9.11,0.0,2025-03-28
S002,P0036,550,5,90.91,0.0,2025-03-26
S001,P0013,573,3,14.53,0.05,2025-03-31
S005,P0017,585,2,76.49,0.2,2025-03-24
S002,P0026,434,2,46.23,,2025-03-25
S001,P0033,482,4,35.94,0.05,2025-03-28
S002,P0040,587,4,97.63,0.1,2025-03-24
S002,P0049,441,4,89.06,0.15,2025-03-25
S002,P0034,543,2,83.72,0.0,2025-03-30
S001,P0035,539,2,10.69,0.05,2025-03-26
S004,P0035,538,2,21.23,0.0,2025-03-27
S001,P0028,570,3,96.85,0.0,2025-03-29
S002,P0024,523,2,69.72,0.0,2025-03-23
S002,P0025,555,5,57.41,0.05,2025-03-29
S005,P0039,557,5,71.99,0.05,2025-03-22
S005,P0006,550,3,11.63,0.1,2025-03-26
S003,P0047,514,4,18.02,0.1,2025-03-28
S001,P0011,442,1,20.68,0.05,2025-03-23
S001,P0013,573,4,61.4,0.0,2025-03-27
S003,P0044,574,1,42.55,0.1,2025-03-22
S002,P0005,426,2,34.55,0.05,2025-03-26
S002,P0032,577,3,89.62,0.05,2025-03-24
S004,P0008,554,2,17.79,0.0,2025-03-25
S001,P0047,492,2,62.9,0.0,2025-03-29
S001,P0043,451,3,5.48,0.0,2025-03-28
S002,P0013,582,3,85.2,0.0,2025-03-25
S005,P0040,502,2,51.3,0.1,2025-03-30
S001,P0007,552,3,6.19,0.05,2025-03-26
S003,P0050,480,4,16.99,,2025-03-22
S004,P0046,529,2,74.69,0.0,2025-03-28
S002,P0038,541,3,63.24,0.1,2025-03-23
